x,y,var1,var2
0.831460674,0,-4.842737234,-4.706055243
0.842696629,0,-4.622005654,-4.636087622
0.853932584,0,-4.118601523,-4.434650308
0.865168539,0,-3.647167708,-4.311888466
0.876404494,0,-2.697436813,-3.888819747
0.887640449,0,-2.662592344,-3.948324446
0.898876404,0,-2.91699119,-4.270493465
0.91011236,0,-3.123750458,-4.581232839
0.921348315,0,-2.942156818,-4.591574944
0.93258427,0,-3.01849567,-4.650880271
0.943820225,0,-3.403380307,-4.727132454
0.95505618,0,-3.545413615,-4.834485837
0.966292135,0,-3.180994638,-4.656390412
0.97752809,0,-3.290086313,-4.661291437
0.988764045,0,-3.477566805,-4.821263031
1,0,-3.964716749,-5.181061429
0,0.011235955,-3.46794669,-3.435292024
0.011235955,0.011235955,-3.315140546,-3.385691782
0.02247191,0.011235955,-3.718249216,-3.793258137
0.033707865,0.011235955,-3.958331408,-4.110863975
0.04494382,0.011235955,-4.180831726,-4.468664822
0.056179775,0.011235955,-4.573861077,-4.751311776
0.06741573,0.011235955,-4.745260631,-5.014101758
0.078651685,0.011235955,-4.869181623,-5.170244838
0.08988764,0.011235955,-4.522404303,-4.988213423
0.101123596,0.011235955,-4.232079572,-4.779413613
0.112359551,0.011235955,-3.833274809,-4.504790148
0.123595506,0.011235955,-3.532828454,-4.35486688
0.134831461,0.011235955,-3.511299664,-4.450166197
0.146067416,0.011235955,-3.390084125,-4.421071476
0.157303371,0.011235955,-3.620391823,-4.591615932
0.168539326,0.011235955,-3.774094667,-4.72179702
0.179775281,0.011235955,-3.63087999,-4.588124902
0.191011236,0.011235955,-3.332543589,-4.450359911
0.202247191,0.011235955,-3.103934639,-4.352309478
0.213483146,0.011235955,-3.143981304,-4.223521667
0.224719101,0.011235955,-3.515501644,-4.293534262
0.235955056,0.011235955,-3.499461123,-4.245865405
0.247191011,0.011235955,-3.664965692,-4.174228363
0.258426966,0.011235955,-3.720422749,-4.127386799
0.269662921,0.011235955,-3.934540736,-4.111326435
0.280898876,0.011235955,-3.666930188,-3.927827205
0.292134831,0.011235955,-3.467995428,-3.756524162
0.303370787,0.011235955,-3.289355043,-3.516020745
0.314606742,0.011235955,-3.698616578,-3.633303022
0.325842697,0.011235955,-4.08503983,-3.820616199
0.337078652,0.011235955,-4.296420611,-3.981158775
0.348314607,0.011235955,-4.015419836,-3.767282967
0.359550562,0.011235955,-3.765215692,-3.699711276
0.370786517,0.011235955,-3.335711108,-3.573901399
0.382022472,0.011235955,-2.961795901,-3.369656152
0.393258427,0.011235955,-2.39061828,-2.994057523
0.404494382,0.011235955,-2.705570299,-3.067026704
0.415730337,0.011235955,-2.592936052,-2.950660722
0.426966292,0.011235955,-2.332741298,-2.74591614
0.438202247,0.011235955,-2.701459087,-2.765931819
0.449438202,0.011235955,-3.019599854,-2.736622904
0.460674157,0.011235955,-3.000390291,-2.684284817
0.471910112,0.011235955,-3.120532014,-2.732738546
0.483146067,0.011235955,-2.21293736,-2.223202959
0.494382022,0.011235955,-1.981785839,-2.172831358
0.505617978,0.011235955,-1.810364179,-2.309925481
0.516853933,0.011235955,-2.29384336,-2.676411305
0.528089888,0.011235955,-2.197639715,-2.677834296
0.539325843,0.011235955,-2.35521031,-2.796379832
0.550561798,0.011235955,-2.594991399,-3.031355409
0.561797753,0.011235955,-2.948637203,-3.276451045
0.573033708,0.011235955,-2.581347996,-3.159154762
0.584269663,0.011235955,-2.632924765,-3.193686569
0.595505618,0.011235955,-3.429792812,-3.632723158
0.606741573,0.011235955,-4.024860282,-4.03348488
0.617977528,0.011235955,-3.874832523,-3.950107405
0.629213483,0.011235955,-3.861997048,-3.972969927
0.640449438,0.011235955,-4.965434328,-4.679446282
0.651685393,0.011235955,-5.527904493,-5.108483301
0.662921348,0.011235955,-5.689520987,-5.133721549
0.674157303,0.011235955,-5.527151833,-5.010539682
0.685393258,0.011235955,-5.224492136,-4.852196633
0.696629213,0.011235955,-5.238424661,-4.984487836
0.707865169,0.011235955,-5.421295278,-5.101765908
0.719101124,0.011235955,-5.63306792,-5.109315756
0.730337079,0.011235955,-6.048149047,-5.294072204
0.741573034,0.011235955,-6.419462615,-5.405461786
0.752808989,0.011235955,-6.158266501,-5.241002468
0.764044944,0.011235955,-6.233399175,-5.166514029
0.775280899,0.011235955,-5.463691059,-4.799713621
0.786516854,0.011235955,-5.464518741,-4.906027309
0.797752809,0.011235955,-5.949396908,-5.219747915
0.808988764,0.011235955,-5.936418906,-5.24990991
0.820224719,0.011235955,-5.240877733,-4.859476906
0.831460674,0.011235955,-4.941226753,-4.832336592
0.842696629,0.011235955,-4.358742071,-4.519676753
0.853932584,0.011235955,-4.43458507,-4.635196176
0.865168539,0.011235955,-3.874461649,-4.498885145
0.876404494,0.011235955,-3.040120062,-4.150246774
0.887640449,0.011235955,-3.057989108,-4.240757526
0.898876404,0.011235955,-3.27139101,-4.43045127
0.91011236,0.011235955,-3.132652051,-4.513464935
0.921348315,0.011235955,-2.933334453,-4.569811689
0.93258427,0.011235955,-3.109423497,-4.785085883
0.943820225,0.011235955,-3.370393564,-4.801037887
0.95505618,0.011235955,-3.351894615,-4.881322883
0.966292135,0.011235955,-2.881408838,-4.608913181
0.97752809,0.011235955,-2.99267749,-4.61672428
0.988764045,0.011235955,-3.152465962,-4.628045439
1,0.011235955,-3.793864445,-5.020788494
0,0.02247191,-3.814711608,-3.533302315
0.011235955,0.02247191,-3.374295942,-3.33766357
0.02247191,0.02247191,-3.63334225,-3.722558721
0.033707865,0.02247191,-4.089802713,-4.181275106
0.04494382,0.02247191,-4.154027172,-4.305398963
0.056179775,0.02247191,-4.485164655,-4.62126918
0.06741573,0.02247191,-4.832852039,-4.979389714
0.078651685,0.02247191,-4.721016383,-4.962498444
0.08988764,0.02247191,-3.969814729,-4.577306773
0.101123596,0.02247191,-3.870287732,-4.450845081
0.112359551,0.02247191,-3.441910991,-4.188797243
0.123595506,0.02247191,-3.686769621,-4.427128185
0.134831461,0.02247191,-3.595246483,-4.445972107
0.146067416,0.02247191,-3.470624315,-4.465791992
0.157303371,0.02247191,-3.608529951,-4.577321843
0.168539326,0.02247191,-3.650473963,-4.569700858
0.179775281,0.02247191,-3.303335985,-4.287002103
0.191011236,0.02247191,-3.348944035,-4.319447196
0.202247191,0.02247191,-3.405407162,-4.401689089
0.213483146,0.02247191,-3.637656619,-4.446468559
0.224719101,0.02247191,-3.676563075,-4.292815285
0.235955056,0.02247191,-3.411349801,-4.028055784
0.247191011,0.02247191,-3.363015728,-3.919294004
0.258426966,0.02247191,-3.819996747,-4.044617032
0.269662921,0.02247191,-3.727783709,-3.893001843
0.280898876,0.02247191,-3.43134325,-3.825578911
0.292134831,0.02247191,-3.366664721,-3.628714573
0.303370787,0.02247191,-3.406961028,-3.450731552
0.314606742,0.02247191,-4.26796531,-3.868025006
0.325842697,0.02247191,-4.899179649,-4.267800168
0.337078652,0.02247191,-4.34318489,-3.965595569
0.348314607,0.02247191,-4.026569864,-3.718065973
0.359550562,0.02247191,-3.886057971,-3.598693342
0.370786517,0.02247191,-3.326364874,-3.445500133
0.382022472,0.02247191,-3.158161691,-3.426958216
0.393258427,0.02247191,-3.212837508,-3.342906501
0.404494382,0.02247191,-3.307586777,-3.25231853
0.415730337,0.02247191,-3.313295864,-3.208208429
0.426966292,0.02247191,-3.03657047,-2.984145622
0.438202247,0.02247191,-3.48070581,-3.114567195
0.449438202,0.02247191,-3.810876196,-3.073121109
0.460674157,0.02247191,-3.360045465,-2.7891149
0.471910112,0.02247191,-3.096933437,-2.724795679
0.483146067,0.02247191,-2.378232952,-2.401268857
0.494382022,0.02247191,-2.206701181,-2.341766738
0.505617978,0.02247191,-1.860151006,-2.232643387
0.516853933,0.02247191,-2.21701315,-2.589856933
0.528089888,0.02247191,-2.102823647,-2.720902734
0.539325843,0.02247191,-2.871922349,-3.082869506
0.550561798,0.02247191,-2.596087046,-2.938299484
0.561797753,0.02247191,-2.554635166,-3.023410239
0.573033708,0.02247191,-2.258415993,-2.898097715
0.584269663,0.02247191,-3.021312362,-3.264346111
0.595505618,0.02247191,-3.531035225,-3.529460568
0.606741573,0.02247191,-3.933100022,-3.870551875
0.617977528,0.02247191,-4.133645832,-4.023428562
0.629213483,0.02247191,-4.290047635,-4.087722839
0.640449438,0.02247191,-5.132591303,-4.753223357
0.651685393,0.02247191,-5.598243503,-5.164408454
0.662921348,0.02247191,-5.677218099,-5.14033193
0.674157303,0.02247191,-5.765441388,-5.196267367
0.685393258,0.02247191,-5.540568079,-5.121535384
0.696629213,0.02247191,-5.266067267,-5.063961375
0.707865169,0.02247191,-5.628878906,-5.327443786
0.719101124,0.02247191,-5.779731557,-5.288089356
0.730337079,0.02247191,-6.164813376,-5.408974617
0.741573034,0.02247191,-6.53000303,-5.565086063
0.752808989,0.02247191,-6.460058835,-5.489522964
0.764044944,0.02247191,-6.360818541,-5.475706592
0.775280899,0.02247191,-5.655801157,-5.072876061
0.786516854,0.02247191,-5.107508472,-4.819615149
0.797752809,0.02247191,-5.400908423,-4.985318693
0.808988764,0.02247191,-5.750290609,-5.229595639
0.820224719,0.02247191,-5.669734604,-5.167638375
0.831460674,0.02247191,-4.96179136,-4.939222064
0.842696629,0.02247191,-4.175236793,-4.564704637
0.853932584,0.02247191,-4.171719686,-4.65941193
0.865168539,0.02247191,-3.800718605,-4.480928267
0.876404494,0.02247191,-3.330828497,-4.334182793
0.887640449,0.02247191,-3.362231819,-4.454719391
0.898876404,0.02247191,-3.216095326,-4.489144291
0.91011236,0.02247191,-3.143306171,-4.545971822
0.921348315,0.02247191,-3.096084349,-4.678220277
0.93258427,0.02247191,-3.039055495,-4.777265671
0.943820225,0.02247191,-3.081455255,-4.696551926
0.95505618,0.02247191,-2.80326347,-4.596988893
0.966292135,0.02247191,-2.585745706,-4.45540053
0.97752809,0.02247191,-2.97585068,-4.591779316
0.988764045,0.02247191,-3.516310929,-4.86519476
1,0.02247191,-3.896467766,-5.173894884
0,0.033707865,-3.820861424,-3.523244478
0.011235955,0.033707865,-3.767602654,-3.519348679
0.02247191,0.033707865,-3.959299717,-3.802691353
0.033707865,0.033707865,-4.10627976,-4.149624375
0.04494382,0.033707865,-4.302026108,-4.392591463
0.056179775,0.033707865,-4.464522703,-4.500342561
0.06741573,0.033707865,-4.406029051,-4.57204341
0.078651685,0.033707865,-4.207549607,-4.537013526
0.08988764,0.033707865,-3.567613885,-4.163216145
0.101123596,0.033707865,-3.521914809,-4.219834771
0.112359551,0.033707865,-3.382616517,-4.139628181
0.123595506,0.033707865,-3.598904594,-4.329462998
0.134831461,0.033707865,-3.788609865,-4.471221066
0.146067416,0.033707865,-3.771992038,-4.411685817
0.157303371,0.033707865,-3.638506522,-4.412279953
0.168539326,0.033707865,-3.791546152,-4.495112356
0.179775281,0.033707865,-3.654264196,-4.342878797
0.191011236,0.033707865,-3.728109791,-4.439494707
0.202247191,0.033707865,-3.624023567,-4.388998006
0.213483146,0.033707865,-3.943867837,-4.503866712
0.224719101,0.033707865,-3.733767705,-4.204409954
0.235955056,0.033707865,-3.474640566,-3.871774332
0.247191011,0.033707865,-3.354770213,-3.77648208
0.258426966,0.033707865,-3.389250697,-3.700657425
0.269662921,0.033707865,-3.493622169,-3.796907282
0.280898876,0.033707865,-3.65239466,-3.842077766
0.292134831,0.033707865,-3.453476489,-3.538076983
0.303370787,0.033707865,-3.782401522,-3.656202699
0.314606742,0.033707865,-4.346148526,-3.778682217
0.325842697,0.033707865,-4.415543101,-3.815313558
0.337078652,0.033707865,-4.550008841,-4.008374718
0.348314607,0.033707865,-3.831933059,-3.53352363
0.359550562,0.033707865,-3.75492899,-3.44414631
0.370786517,0.033707865,-3.550533649,-3.405314498
0.382022472,0.033707865,-3.71849071,-3.577466904
0.393258427,0.033707865,-3.607223191,-3.451499276
0.404494382,0.033707865,-3.421977589,-3.200130418
0.415730337,0.033707865,-3.435167801,-3.104344365
0.426966292,0.033707865,-3.633494102,-3.169755474
0.438202247,0.033707865,-4.025828441,-3.272377488
0.449438202,0.033707865,-4.133671478,-3.216947825
0.460674157,0.033707865,-3.706393,-2.94021069
0.471910112,0.033707865,-3.481289529,-2.941088585
0.483146067,0.033707865,-2.966729414,-2.719649451
0.494382022,0.033707865,-2.521250628,-2.548647413
0.505617978,0.033707865,-2.411487847,-2.572798833
0.516853933,0.033707865,-2.474564817,-2.744649572
0.528089888,0.033707865,-2.441348841,-2.903552735
0.539325843,0.033707865,-2.64582817,-3.028393951
0.550561798,0.033707865,-3.036283183,-3.376426128
0.561797753,0.033707865,-2.796356773,-3.21017971
0.573033708,0.033707865,-2.553361982,-3.072564343
0.584269663,0.033707865,-2.872646279,-3.179436522
0.595505618,0.033707865,-3.405297133,-3.422919836
0.606741573,0.033707865,-3.872302952,-3.698632485
0.617977528,0.033707865,-3.835439581,-3.88901091
0.629213483,0.033707865,-4.280223121,-4.067587632
0.640449438,0.033707865,-5.178307917,-4.721366294
0.651685393,0.033707865,-5.029065869,-4.745511477
0.662921348,0.033707865,-5.698496745,-5.046643209
0.674157303,0.033707865,-5.774160872,-5.178909488
0.685393258,0.033707865,-5.77961811,-5.264429457
0.696629213,0.033707865,-5.852159428,-5.462226558
0.707865169,0.033707865,-5.975340188,-5.491709801
0.719101124,0.033707865,-6.244468787,-5.62394967
0.730337079,0.033707865,-6.715190421,-5.932771931
0.741573034,0.033707865,-6.578453929,-5.840217999
0.752808989,0.033707865,-6.472627903,-5.769709292
0.764044944,0.033707865,-6.098377207,-5.600454541
0.775280899,0.033707865,-5.971895594,-5.594028368
0.786516854,0.033707865,-5.541178691,-5.293175872
0.797752809,0.033707865,-5.575694839,-5.276867478
0.808988764,0.033707865,-5.44162406,-5.162159699
0.820224719,0.033707865,-5.58969853,-5.231125223
0.831460674,0.033707865,-4.841438185,-4.969125961
0.842696629,0.033707865,-4.666585312,-5.006789758
0.853932584,0.033707865,-4.257292352,-4.871110065
0.865168539,0.033707865,-3.61131515,-4.592358565
0.876404494,0.033707865,-3.170139929,-4.294130644
0.887640449,0.033707865,-3.408006197,-4.569644747
0.898876404,0.033707865,-3.391437591,-4.697918605
0.91011236,0.033707865,-3.363883208,-4.805887717
0.921348315,0.033707865,-3.086733671,-4.756750719
0.93258427,0.033707865,-3.614146803,-5.1452087
0.943820225,0.033707865,-3.098244748,-4.890885515
0.95505618,0.033707865,-2.724706893,-4.573869979
0.966292135,0.033707865,-2.497222829,-4.343243652
0.97752809,0.033707865,-2.940465769,-4.637927288
0.988764045,0.033707865,-3.373777976,-4.887314927
1,0.033707865,-3.572480286,-5.007528901
0,0.04494382,-3.830630468,-3.567089879
0.011235955,0.04494382,-3.640156752,-3.581209921
0.02247191,0.04494382,-3.979176143,-3.770709394
0.033707865,0.04494382,-4.176572076,-4.040709956
0.04494382,0.04494382,-4.308181587,-4.175307538
0.056179775,0.04494382,-4.67520822,-4.54853672
0.06741573,0.04494382,-4.712910393,-4.70060624
0.078651685,0.04494382,-4.76733962,-4.709465245
0.08988764,0.04494382,-3.984434575,-4.279115061
0.101123596,0.04494382,-3.649464435,-4.062349244
0.112359551,0.04494382,-3.674554395,-4.128220261
0.123595506,0.04494382,-3.468285778,-4.18175274
0.134831461,0.04494382,-4.115042523,-4.467622647
0.146067416,0.04494382,-4.135501985,-4.395409671
0.157303371,0.04494382,-3.640854308,-4.170499544
0.168539326,0.04494382,-3.622764807,-4.28960309
0.179775281,0.04494382,-3.43850443,-4.156218495
0.191011236,0.04494382,-3.923656118,-4.48539219
0.202247191,0.04494382,-3.892894924,-4.437349655
0.213483146,0.04494382,-3.609240962,-4.251707905
0.224719101,0.04494382,-3.595746952,-4.139416015
0.235955056,0.04494382,-3.492958841,-3.917727407
0.247191011,0.04494382,-3.302009864,-3.704196232
0.258426966,0.04494382,-3.264779038,-3.658740382
0.269662921,0.04494382,-3.402438385,-3.664549505
0.280898876,0.04494382,-3.552927742,-3.644252295
0.292134831,0.04494382,-3.730731782,-3.615713548
0.303370787,0.04494382,-3.827172877,-3.661746034
0.314606742,0.04494382,-4.089871734,-3.612807971
0.325842697,0.04494382,-4.690039768,-3.872552015
0.337078652,0.04494382,-4.813690597,-4.005964351
0.348314607,0.04494382,-4.184460768,-3.573461016
0.359550562,0.04494382,-4.123084948,-3.632122858
0.370786517,0.04494382,-3.927462568,-3.541384656
0.382022472,0.04494382,-3.547536507,-3.289923051
0.393258427,0.04494382,-3.078673952,-3.028967999
0.404494382,0.04494382,-3.203823809,-2.979358118
0.415730337,0.04494382,-3.344404394,-2.990535085
0.426966292,0.04494382,-3.434183635,-3.049616501
0.438202247,0.04494382,-3.978710818,-3.266825191
0.449438202,0.04494382,-4.137339802,-3.258083953
0.460674157,0.04494382,-3.732237784,-3.123697075
0.471910112,0.04494382,-3.383069317,-2.948004678
0.483146067,0.04494382,-3.24480613,-2.880119005
0.494382022,0.04494382,-3.011205618,-2.969420971
0.505617978,0.04494382,-2.991896487,-3.02299266
0.516853933,0.04494382,-2.833979397,-2.966791101
0.528089888,0.04494382,-3.124583684,-3.301566652
0.539325843,0.04494382,-2.89333287,-3.184226654
0.550561798,0.04494382,-2.567172134,-3.124434265
0.561797753,0.04494382,-2.936937065,-3.325025807
0.573033708,0.04494382,-3.03035419,-3.310971474
0.584269663,0.04494382,-3.028830885,-3.332848544
0.595505618,0.04494382,-3.238391443,-3.413257053
0.606741573,0.04494382,-3.833801622,-3.667260011
0.617977528,0.04494382,-4.366563468,-4.120020301
0.629213483,0.04494382,-4.581953984,-4.355525084
0.640449438,0.04494382,-4.72407113,-4.517552105
0.651685393,0.04494382,-4.941438263,-4.592214415
0.662921348,0.04494382,-5.358377162,-4.799199023
0.674157303,0.04494382,-5.517891658,-5.040378082
0.685393258,0.04494382,-6.078216539,-5.425540269
0.696629213,0.04494382,-5.883506819,-5.431309
0.707865169,0.04494382,-5.844422317,-5.554785211
0.719101124,0.04494382,-5.901688567,-5.68545778
0.730337079,0.04494382,-6.342291515,-5.959378569
0.741573034,0.04494382,-6.245573485,-5.93419775
0.752808989,0.04494382,-6.202656502,-5.842169482
0.764044944,0.04494382,-6.272435481,-5.924440658
0.775280899,0.04494382,-6.096804945,-5.918357987
0.786516854,0.04494382,-6.045372446,-5.822255324
0.797752809,0.04494382,-5.825336075,-5.615678601
0.808988764,0.04494382,-5.522865585,-5.359942108
0.820224719,0.04494382,-5.820992769,-5.537709685
0.831460674,0.04494382,-5.194106372,-5.239995016
0.842696629,0.04494382,-4.840615283,-5.197115691
0.853932584,0.04494382,-4.330167794,-5.097074621
0.865168539,0.04494382,-4.125456083,-5.042703095
0.876404494,0.04494382,-3.851901375,-4.939224276
0.887640449,0.04494382,-4.09755892,-5.068863252
0.898876404,0.04494382,-4.281474425,-5.195023798
0.91011236,0.04494382,-3.838512686,-5.055250887
0.921348315,0.04494382,-3.638010182,-5.133543812
0.93258427,0.04494382,-3.785649726,-5.307812825
0.943820225,0.04494382,-3.257951484,-5.119515194
0.95505618,0.04494382,-3.001035316,-4.818135418
0.966292135,0.04494382,-2.853776474,-4.659691617
0.97752809,0.04494382,-3.080303097,-4.692765701
0.988764045,0.04494382,-3.308465788,-4.918616618
1,0.04494382,-3.734012995,-5.223467358
0,0.056179775,-4.010297498,-3.65072467
0.011235955,0.056179775,-3.672168434,-3.576976699
0.02247191,0.056179775,-4.19299723,-3.797035288
0.033707865,0.056179775,-4.360161636,-3.976532419
0.04494382,0.056179775,-4.555689597,-4.121035808
0.056179775,0.056179775,-5.300844561,-4.747097978
0.06741573,0.056179775,-5.188383133,-4.758512086
0.078651685,0.056179775,-4.961799934,-4.641232988
0.08988764,0.056179775,-4.488658465,-4.376738053
0.101123596,0.056179775,-3.760179365,-4.212235841
0.112359551,0.056179775,-3.776433532,-4.203137257
0.123595506,0.056179775,-4.282588189,-4.504189389
0.134831461,0.056179775,-4.117238891,-4.383069512
0.146067416,0.056179775,-4.299186746,-4.449161594
0.157303371,0.056179775,-3.969899585,-4.306488154
0.168539326,0.056179775,-3.589804731,-4.133687428
0.179775281,0.056179775,-3.582309881,-4.152272196
0.191011236,0.056179775,-3.729404628,-4.321821156
0.202247191,0.056179775,-3.811125078,-4.291014146
0.213483146,0.056179775,-3.282265162,-4.013789443
0.224719101,0.056179775,-3.340018928,-3.96779158
0.235955056,0.056179775,-3.39504032,-3.810824236
0.247191011,0.056179775,-3.504512392,-3.830965169
0.258426966,0.056179775,-3.527403796,-3.685458953
0.269662921,0.056179775,-3.553499485,-3.654186142
0.280898876,0.056179775,-3.661448218,-3.614135085
0.292134831,0.056179775,-3.897570414,-3.684051401
0.303370787,0.056179775,-4.098050215,-3.637799032
0.314606742,0.056179775,-3.932079053,-3.447166641
0.325842697,0.056179775,-4.31434321,-3.614739819
0.337078652,0.056179775,-4.563855414,-3.742102481
0.348314607,0.056179775,-4.732056182,-3.810966441
0.359550562,0.056179775,-4.578558231,-3.747819476
0.370786517,0.056179775,-4.158529724,-3.603510636
0.382022472,0.056179775,-3.704447143,-3.297273205
0.393258427,0.056179775,-3.292375682,-3.079741882
0.404494382,0.056179775,-2.975768717,-2.873970126
0.415730337,0.056179775,-3.176192153,-2.938454767
0.426966292,0.056179775,-3.314064781,-2.883208426
0.438202247,0.056179775,-3.480296648,-3.013652816
0.449438202,0.056179775,-3.96948951,-3.22064889
0.460674157,0.056179775,-4.032184825,-3.277876675
0.471910112,0.056179775,-3.995159552,-3.356253319
0.483146067,0.056179775,-3.999246873,-3.462250966
0.494382022,0.056179775,-3.680057008,-3.487548153
0.505617978,0.056179775,-3.473192408,-3.389317937
0.516853933,0.056179775,-2.855702312,-3.139072917
0.528089888,0.056179775,-2.90078018,-3.115764593
0.539325843,0.056179775,-3.009798426,-3.215376223
0.550561798,0.056179775,-3.013278453,-3.247677512
0.561797753,0.056179775,-2.807600144,-3.169186184
0.573033708,0.056179775,-2.795125363,-3.253996685
0.584269663,0.056179775,-3.069993865,-3.417772337
0.595505618,0.056179775,-2.753010886,-3.243173333
0.606741573,0.056179775,-3.519796309,-3.602001096
0.617977528,0.056179775,-4.647056108,-4.227751621
0.629213483,0.056179775,-4.926967678,-4.501438126
0.640449438,0.056179775,-4.809840671,-4.419078831
0.651685393,0.056179775,-4.820109235,-4.485188754
0.662921348,0.056179775,-4.745651654,-4.540624304
0.674157303,0.056179775,-4.633626469,-4.531015075
0.685393258,0.056179775,-5.150236701,-5.02615132
0.696629213,0.056179775,-5.712372639,-5.488304423
0.707865169,0.056179775,-5.822944434,-5.645722602
0.719101124,0.056179775,-5.354220239,-5.612551777
0.730337079,0.056179775,-5.67075162,-5.834509106
0.741573034,0.056179775,-6.118665651,-6.0090973
0.752808989,0.056179775,-6.312984763,-6.104313312
0.764044944,0.056179775,-5.965160237,-5.934009939
0.775280899,0.056179775,-6.01123213,-5.93199211
0.786516854,0.056179775,-6.181609779,-6.040738343
0.797752809,0.056179775,-6.159599369,-5.946432347
0.808988764,0.056179775,-5.849798007,-5.726601237
0.820224719,0.056179775,-5.839746673,-5.804748505
0.831460674,0.056179775,-5.059272177,-5.34223403
0.842696629,0.056179775,-5.123019144,-5.478660097
0.853932584,0.056179775,-4.757592661,-5.421918665
0.865168539,0.056179775,-4.519464261,-5.306027186
0.876404494,0.056179775,-4.119617799,-5.153091908
0.887640449,0.056179775,-4.4095694,-5.248905912
0.898876404,0.056179775,-4.310940482,-5.344683438
0.91011236,0.056179775,-3.928251963,-5.224409289
0.921348315,0.056179775,-3.808883851,-5.188206081
0.93258427,0.056179775,-3.881147017,-5.46123576
0.943820225,0.056179775,-3.390288936,-5.172639821
0.95505618,0.056179775,-3.238554158,-5.073286855
0.966292135,0.056179775,-3.206574324,-4.810201721
0.97752809,0.056179775,-3.541630301,-4.927755911
0.988764045,0.056179775,-3.968341045,-5.300575275
1,0.056179775,-3.766108569,-5.37050222
0,0.06741573,-4.24793254,-3.853754512
0.011235955,0.06741573,-3.822048915,-3.487030618
0.02247191,0.06741573,-4.301084965,-3.7722632
0.033707865,0.06741573,-4.60004016,-4.02512753
0.04494382,0.06741573,-4.560291826,-4.013655942
0.056179775,0.06741573,-5.197294626,-4.460472704
0.06741573,0.06741573,-5.476239266,-4.653872469
0.078651685,0.06741573,-5.330646073,-4.597570119
0.08988764,0.06741573,-5.122303691,-4.485392531
0.101123596,0.06741573,-4.526483621,-4.40345119
0.112359551,0.06741573,-4.501851451,-4.417847139
0.123595506,0.06741573,-4.788998315,-4.594795954
0.134831461,0.06741573,-4.290374018,-4.432413035
