"x","y","var1","var2","proj_var1","proj_var2","threshold","dist_frm_orig","threshold2","constant","class"
0.943820225,0.02247191,-3.081455255,-4.696551926,-3.15334680620664,-4.58950425691441,1,14.4284133538352,3,0,3
0.95505618,0.02247191,-2.80326347,-4.596988893,-2.91554483376944,-4.42980014729161,1,12.3343012015366,3,0,3
0.966292135,0.02247191,-2.585745706,-4.45540053,-2.70010667103192,-4.28511522476493,1,10.5788131146191,2,0,2
0.97752809,0.02247191,-2.97585068,-4.591779316,-3.03207518902948,-4.50806012318709,1,13.3399755819292,3,0,3
0.988764045,0.02247191,-3.516310929,-4.86519476,-3.53108896819014,-4.84319002338759,1,18.0922433822478,4,0,4
1,0.02247191,-3.896467766,-5.173894884,-3.93595777789105,-5.11509362496265,1,22.4789469947215,5,0,5
0.887640449,0.033707865,-3.408006197,-4.569644747,-3.31965816398812,-4.70119638058535,1,15.9904921992159,4,0,4
0.898876404,0.033707865,-3.391437591,-4.697918605,-3.36760915781663,-4.73339952295808,1,16.4557797132187,4,0,4
0.91011236,0.033707865,-3.363883208,-4.805887717,-3.39859137631885,-4.75420669948956,1,16.7599609902633,4,0,4
0.921348315,0.033707865,-3.086733671,-4.756750719,-3.18484658621062,-4.61065901970839,1,14.7181130957448,3,0,3
0.93258427,0.033707865,-3.614146803,-5.1452087,-3.72811434636924,-4.97550920591035,1,20.1675689247854,5,0,5
0.943820225,0.033707865,-3.098244748,-4.890885515,-3.25486183302439,-4.65768017154247,1,15.3723483289898,3,0,3
0.95505618,0.033707865,-2.724706893,-4.573869979,-2.85070595385044,-4.38625536303152,1,11.7917957182646,3,0,3
0.966292135,0.033707865,-2.497222829,-4.343243652,-2.58718951542122,-4.20928181761055,1,9.71251240408001,2,0,2
0.97752809,0.033707865,-2.940465769,-4.637927288,-3.02904791659429,-4.50602705405864,1,13.3133511890878,3,0,3
0.988764045,0.033707865,-3.373777976,-4.887314927,-3.4430978364552,-4.78409654655724,1,17.201797395838,4,0,4
1,0.033707865,-3.572480286,-5.007528901,-3.63567619610393,-4.91342918053462,1,19.1798627370058,4,0,4
0.876404494,0.04494382,-3.851901375,-4.939224276,-3.7966304548463,-5.02152355973173,1,20.9156687704586,5,0,5
0.887640449,0.04494382,-4.09755892,-5.068863252,-4.02593105883297,-5.17551828240095,1,23.5183997831592,5,0,5
0.898876404,0.04494382,-4.281474425,-5.195023798,-4.2110711079634,-5.29985546261381,1,25.731212487386,6,0,6
0.91011236,0.04494382,-3.838512686,-5.055250887,-3.84110449866594,-5.0513916365048,1,21.4085545680533,5,0,5
0.921348315,0.04494382,-3.638010182,-5.133543812,-3.73916130549212,-4.98292817200503,1,20.2872650334647,5,0,5
0.93258427,0.04494382,-3.785649726,-5.307812825,-3.92156738366522,-5.10542925980451,1,22.3148753342673,5,0,5
0.943820225,0.04494382,-3.257951484,-5.119515194,-3.47074421073775,-4.80266342194452,1,17.479150312977,4,0,4
0.95505618,0.04494382,-3.001035316,-4.818135418,-3.15419699447113,-4.59007523014226,1,14.4361946237848,3,0,3
0.966292135,0.04494382,-2.853776474,-4.659691617,-2.97937773475592,-4.47266933173194,1,12.8803076706021,3,0,3
0.97752809,0.04494382,-3.080303097,-4.692765701,-3.15080038135285,-4.58779411755002,1,14.4051199846445,3,0,3
0.988764045,0.04494382,-3.308465788,-4.918616618,-3.4125742840208,-4.76359740302995,1,16.8981565329041,4,0,4
1,0.04494382,-3.734012995,-5.223467358,-3.8469430425112,-5.05531271182955,1,21.4736867620077,5,0,5
0.876404494,0.056179775,-4.119617799,-5.153091908,-4.08011723636486,-5.21190887726399,1,24.155742171885,5,0,5
0.898876404,0.056179775,-4.310940482,-5.344683438,-4.30064577692474,-5.36001241843976,1,26.837524130084,6,0,6
0.91011236,0.056179775,-3.928251963,-5.224409289,-3.98124221839437,-5.14550595155619,1,22.9991773905498,5,0,5
0.921348315,0.056179775,-3.808883851,-5.188206081,-3.88222148772262,-5.07900516746238,1,21.869342155365,5,0,5
0.93258427,0.056179775,-3.881147017,-5.46123576,-4.05839042663134,-5.19731748944717,1,23.899166284756,5,0,5
0.943820225,0.056179775,-3.390288936,-5.172639821,-3.58653480444646,-4.88042658547686,1,18.6648799360759,4,0,4
0.95505618,0.056179775,-3.238554158,-5.073286855,-3.43598013968221,-4.77931641200223,1,17.1307505477172,4,0,4
0.966292135,0.056179775,-3.206574324,-4.810201721,-3.29217584755694,-4.68273968390184,1,15.7268284767652,4,0,4
0.97752809,0.056179775,-3.541630301,-4.927755911,-3.57749370755413,-4.8743547252883,1,18.5708960214247,4,0,4
0.988764045,0.056179775,-3.968341045,-5.300575275,-4.044122548762,-5.18773540437035,1,23.7314194942186,5,0,5
1,0.056179775,-3.766108569,-5.37050222,-3.93711505229609,-5.11587083247086,1,22.4921677333172,5,0,5
0.865168539,0.06741573,-4.701053054,-5.493190333,-4.63823283607865,-5.58673064179929,1,31.2162114278459,7,0,7
0.876404494,0.06741573,-4.209434403,-5.180154771,-4.15454155778963,-5.26189109509678,1,25.0450161692683,6,0,6
0.887640449,0.06741573,-4.073819046,-5.165958897,-4.05450950012636,-5.19471111950988,1,23.8534799162345,5,0,5
0.898876404,0.06741573,-4.09918259,-5.303567155,-4.13567905677031,-5.2492233325056,1,24.8181130504187,6,0,6
0.91011236,0.06741573,-4.120079227,-5.428981733,-4.20812651213575,-5.29787791781031,1,25.6952399148241,6,0,6
0.921348315,0.06741573,-4.516846893,-5.749780974,-4.63004285460118,-5.58123037749836,1,31.1060684118211,7,0,7
0.93258427,0.06741573,-4.189116294,-5.692517231,-4.37767789526472,-5.41174599215977,1,27.8075488144697,6,0,6
0.943820225,0.06741573,-3.803530803,-5.333103821,-3.94559598439566,-5.12156649468868,1,22.5891727721779,5,0,5
0.95505618,0.06741573,-3.6868634,-5.300108209,-3.84992108052031,-5.05731271588247,1,21.5069465255629,5,0,5
0.966292135,0.06741573,-3.589751565,-5.118236323,-3.69881819564893,-4.95583436630237,1,19.8518539788612,4,0,4
0.97752809,0.06741573,-3.81944107,-5.130825817,-3.86293962737012,-5.06605576965921,1,21.6526443610282,5,0,5
0.988764045,0.06741573,-3.882412964,-5.217388485,-3.94640199312748,-5.12210779762887,1,22.5984027745637,5,0,5
1,0.06741573,-4.272688678,-5.598914066,-4.39195052529971,-5.4213312687172,1,27.9891674054044,6,0,6
0.887640449,0.078651685,-4.504758127,-5.407378084,-4.46323586534285,-5.46920539542889,1,28.9051200773087,7,0,7
0.898876404,0.078651685,-4.035457977,-5.302148061,-4.09110530802939,-5.21928829545666,1,24.2860239337913,5,0,5
0.91011236,0.078651685,-4.36977008,-5.624822802,-4.47084734110492,-5.47431714428042,1,29.0037920845454,7,0,7
0.921348315,0.078651685,-4.464357902,-5.709749303,-4.57534110823354,-5.54449353461636,1,30.375403586321,7,0,7
0.93258427,0.078651685,-4.28896007,-5.710161687,-4.45465345767295,-5.46344158379481,1,28.7940629796843,7,0,7
0.943820225,0.078651685,-3.818782683,-5.488912363,-4.02822062481018,-5.17705591933502,1,23.5451574393117,5,0,5
0.95505618,0.078651685,-3.685923766,-5.396655136,-3.893958744684,-5.08688772685925,1,22.001778758126,5,0,5
0.966292135,0.078651685,-3.429113357,-5.091819955,-3.57588513414111,-4.87327443237879,1,18.5541994533165,4,0,4
0.97752809,0.078651685,-3.794171403,-5.183950962,-3.87011272911463,-5.07087311333218,1,21.7331327144255,5,0,5
0.988764045,0.078651685,-4.019550914,-5.323814653,-4.09017071639013,-5.21866063823381,1,24.2749291705691,5,0,5
1,0.078651685,-4.121186563,-5.374378815,-4.18361754888683,-5.28141807892281,1,25.396803185497,6,0,6
0.741573034,0.08988764,-5.101473225,-5.771486522,-5.04299449652771,-5.85856228360173,1,36.9021856752849,8,0,8
0.752808989,0.08988764,-5.107758702,-5.785769321,-5.05393681339793,-5.8659109735855,1,37.0625005389548,8,0,8
0.764044944,0.08988764,-5.26803979,-5.882344836,-5.2090958191577,-5.97011335092855,1,39.3731166602262,9,0,9
0.775280899,0.08988764,-5.206964901,-5.858119501,-5.15579266391598,-5.93431578011482,1,38.571452159432,9,0,9
0.786516854,0.08988764,-5.760026962,-6.325329683,-5.75318605679104,-6.33551590022252,1,48.0277166510927,11,0,11
0.797752809,0.08988764,-6.073613341,-6.496139637,-6.0483563582027,-6.5337476881716,1,53.0823136088412,12,0,12
0.808988764,0.08988764,-6.234348687,-6.588700397,-6.20197025756498,-6.6369123960666,1,55.812883409312,13,0,13
0.865168539,0.08988764,-5.062429634,-5.785623685,-5.02263007967313,-5.84488585767298,1,36.6047535955372,8,0,8
0.887640449,0.08988764,-4.612730301,-5.522855903,-4.59109389314981,-5.55507286019279,1,30.5849271672047,7,0,7
0.898876404,0.08988764,-4.376743901,-5.502433201,-4.41900736758883,-5.4395022235781,1,28.3350871385648,6,0,6
0.91011236,0.08988764,-4.583427725,-5.728272101,-4.66597316755207,-5.60536061737602,1,31.5907237100159,7,0,7
0.921348315,0.08988764,-4.586560686,-5.830097157,-4.71526043169195,-5.63846117812634,1,32.2616422039607,7,0,7
0.93258427,0.08988764,-3.933757328,-5.560547915,-4.1406128242398,-5.25253677407518,1,24.87736321718,6,0,6
0.943820225,0.08988764,-3.453301954,-5.300264188,-3.6890302743199,-4.94926095042659,1,19.7469278741224,4,0,4
0.95505618,0.08988764,-3.261550958,-5.252295045,-3.53467992148615,-4.84560165182346,1,18.1290600337186,4,0,4
0.966292135,0.08988764,-3.096890146,-5.015943605,-3.31180945887515,-4.69592531218793,1,15.9149685846426,4,0,4
0.97752809,0.08988764,-3.429738919,-5.04112532,-3.55285303525818,-4.85780643265136,1,18.3159558321148,4,0,4
0.988764045,0.08988764,-3.795259446,-5.162137873,-3.86076672736293,-5.0645964837778,1,21.6282920267405,5,0,5
1,0.08988764,-4.438409131,-5.556185828,-4.48638361033966,-5.48475106128946,1,29.2057196513403,7,0,7
0.741573034,0.101123596,-4.698893962,-5.548870145,-4.66251538657326,-5.60303842539909,1,31.5439196136121,7,0,7
0.752808989,0.101123596,-5.058579511,-5.822886756,-5.03722332680475,-5.85468645569062,1,36.8177727667269,8,0,8
0.764044944,0.101123596,-5.142532257,-5.835951627,-5.10112771599409,-5.89760365049719,1,37.7578707350322,9,0,9
0.775280899,0.101123596,-5.327545721,-5.963083262,-5.28747389627467,-6.02275084964912,1,40.5668768739737,9,0,9
0.786516854,0.101123596,-5.811610906,-6.377271309,-5.81277640972831,-6.37553585531549,1,49.0277922651602,11,0,11
0.797752809,0.101123596,-5.926707462,-6.448856291,-5.92522922074768,-6.45105741585752,1,50.9431051526136,12,0,12
0.808988764,0.101123596,-6.132359935,-6.578380703,-6.12690659814024,-6.58650080876733,1,54.4700307953501,12,0,12
0.820224719,0.101123596,-5.711347886,-6.348159148,-5.73020427067133,-6.32008168976509,1,47.6447781730774,11,0,11
0.831460674,0.101123596,-5.556468564,-6.185218033,-5.5480517112898,-6.19775086124673,1,44.6638444061772,10,0,10
0.842696629,0.101123596,-5.439850098,-6.099825174,-5.42815928998496,-6.11723297403675,1,42.7543460909389,10,0,10
0.853932584,0.101123596,-5.104283246,-5.940672057,-5.12323594112109,-5.91245119096568,1,38.0858642579737,9,0,9
0.865168539,0.101123596,-4.929925782,-5.898436686,-4.98352643464995,-5.81862445728413,1,36.0370003378545,8,0,8
0.876404494,0.101123596,-4.877701283,-5.832087562,-4.91682634763628,-5.77382971525946,1,35.078809151127,8,0,8
0.887640449,0.101123596,-4.753148004,-5.731422161,-4.78439685339505,-5.68489212467165,1,33.2146357006638,8,0,8
0.898876404,0.101123596,-4.627364356,-5.780941902,-4.72063026393935,-5.642067474025,1,32.3351644424562,7,0,7
0.91011236,0.101123596,-4.477236081,-5.786331907,-4.61966138895617,-5.5742583464827,1,30.9667329636267,7,0,7
0.921348315,0.101123596,-4.749035807,-5.927847636,-4.87247530771498,-5.74404424599323,1,34.4488235547665,8,0,8
0.93258427,0.101123596,-4.153423761,-5.629484598,-4.32390609061316,-5.37563368368446,1,27.1286140770371,6,0,6
0.943820225,0.101123596,-3.528878365,-5.286088119,-3.73455392275161,-4.97983392534793,1,20.2373000281172,5,0,5
0.95505618,0.101123596,-3.632174267,-5.266577741,-3.79671204715752,-5.02157835586013,1,20.9165677655616,5,0,5
0.966292135,0.101123596,-3.559425764,-5.276142488,-3.75100302350842,-4.99088088582323,1,20.41596580853,5,0,5
0.97752809,0.101123596,-3.612751735,-5.153294667,-3.73089537348996,-4.97737690051186,1,20.1976685784504,5,0,5
0.988764045,0.101123596,-4.045246527,-5.315637702,-4.10409472884412,-5.22801178864081,1,24.4404869271276,6,0,6
1,0.101123596,-4.28665703,-5.408977033,-4.31366768792471,-5.36875773152746,1,27.0002926803053,6,0,6
0.741573034,0.112359551,-4.124057595,-5.31223604,-4.1568343634593,-5.26343090775796,1,25.0726674514387,6,0,6
0.752808989,0.112359551,-4.356701814,-5.44894649,-4.38043952455786,-5.4136006594817,1,27.8426442992238,6,0,6
0.764044944,0.112359551,-5.059608609,-5.910883711,-5.07866055710246,-5.88251505568964,1,37.426005313856,9,0,9
0.775280899,0.112359551,-5.697016296,-6.352486627,-5.72233030783797,-6.31479365867511,1,47.5139292738418,11,0,11
0.786516854,0.112359551,-6.160946645,-6.545288117,-6.13129125066351,-6.5894454732714,1,54.5480204343074,12,0,12
0.797752809,0.112359551,-6.374262712,-6.660085471,-6.33143394170664,-6.72385819467553,1,58.167347703151,13,0,13
0.808988764,0.112359551,-6.506379624,-6.757046794,-6.46736167295983,-6.81514514688351,1,60.6917134193935,14,0,14
0.820224719,0.112359551,-6.057330878,-6.597225627,-6.08392107463576,-6.55763239910868,1,53.7084036337308,12,0,12
0.831460674,0.112359551,-5.63084283,-6.459746009,-5.72636901532229,-6.31750599186647,1,47.5810217236792,11,0,11
0.842696629,0.112359551,-5.760084226,-6.541471473,-5.85326335573872,-6.40272625915306,1,49.7131440880923,11,0,11
0.853932584,0.112359551,-5.138637495,-6.081480992,-5.21208298412788,-5.9721194845067,1,39.4182867710909,9,0,9
0.865168539,0.112359551,-5.037512466,-5.982148298,-5.09641630497445,-5.89443954006427,1,37.6881564651388,9,0,9
0.876404494,0.112359551,-5.065270968,-5.957666083,-5.10421535836566,-5.89967726313687,1,37.8035932070097,9,0,9
0.887640449,0.112359551,-5.12901157,-6.073301714,-5.20166345735729,-5.96512189223052,1,39.2608413281057,9,0,9
0.898876404,0.112359551,-5.251631469,-6.169929944,-5.3308919873789,-6.05190976498635,1,41.2358420536546,9,0,9
0.91011236,0.112359551,-4.811782726,-6.018347915,-4.9576050894124,-5.80121608459924,1,35.6630891522911,8,0,8
0.921348315,0.112359551,-4.555838359,-5.75824463,-4.66083178287117,-5.6019077433133,1,31.521143121929,7,0,7
0.93258427,0.112359551,-4.147393948,-5.551985673,-4.28388137757183,-5.34875370832656,1,26.6287005784814,6,0,6
0.943820225,0.112359551,-3.8838272,-5.342261116,-4.00517197583747,-5.16157680482445,1,23.2764871970496,5,0,5
0.95505618,0.112359551,-4.083173448,-5.400975024,-4.16972977663665,-5.27209126687357,1,25.2284705874258,6,0,6
0.966292135,0.112359551,-4.111223861,-5.403388207,-4.1901781184061,-5.28582405547109,1,25.4765179931334,6,0,6
0.97752809,0.112359551,-3.711152446,-5.021765468,-3.73783373769886,-4.98203659810337,1,20.2728618364278,5,0,5
0.988764045,0.112359551,-4.146813073,-5.146554922,-4.09583379875865,-5.22246387635717,1,24.3421958453455,6,0,6
0.730337079,0.123595506,-3.667487055,-4.818159847,-3.61350529629547,-4.89853954872393,1,18.9466526163502,4,0,4
0.741573034,0.123595506,-4.015869128,-5.168760846,-4.015869128,-5.168760846,1,23.4009885344505,5,0,5
0.752808989,0.123595506,-4.817818843,-5.785235921,-4.85387275916075,-5.73155106343835,1,34.1862824217157,8,0,8
0.764044944,0.123595506,-5.002563806,-6.026249305,-5.09274227701005,-5.89197211997195,1,37.6338369505417,9,0,9
0.775280899,0.123595506,-5.610551473,-6.383474459,-5.6770837784164,-6.28440679257499,1,46.7655135489013,11,0,11
0.786516854,0.123595506,-5.963011968,-6.436626845,-5.94458890562769,-6.46405907940409,1,51.2765449626282,12,0,12
0.820224719,0.123595506,-6.204879404,-6.667617633,-6.21818658414449,-6.64780302902137,1,56.1051335059388,13,0,13
0.831460674,0.123595506,-6.066714489,-6.644303958,-6.11217742246376,-6.57660892325107,1,54.2084520456713,12,0,12
0.842696629,0.123595506,-6.152957777,-6.732498037,-6.2124327536814,-6.64393884588777,1,56.0013508143675,13,0,13
0.853932584,0.123595506,-5.835516511,-6.459157245,-5.86715099994801,-6.41205298521203,1,49.9493260080229,11,0,11
0.865168539,0.123595506,-5.207510724,-6.043732323,-5.24207680834673,-5.99226287079556,1,39.873270721582,9,0,9
0.876404494,0.123595506,-5.369831469,-6.103482198,-5.38159731040304,-6.08596267204895,1,42.024010521507,10,0,10
0.887640449,0.123595506,-5.53949635,-6.293267135,-5.58636384071049,-6.22348069205586,1,45.2828275438548,10,0,10
0.898876404,0.123595506,-5.741264983,-6.504432273,-5.82315072953265,-6.38250308729559,1,49.2029525836135,11,0,11
0.91011236,0.123595506,-5.165317879,-6.14388366,-5.25935233759847,-6.00386484780666,1,40.1365125320502,9,0,9
0.921348315,0.123595506,-4.527460085,-5.692363348,-4.61078227661575,-5.56829527260222,1,30.8478095879794,7,0,7
0.93258427,0.123595506,-4.206596578,-5.377815699,-4.24407007812403,-5.32201705822196,1,26.1360645458317,6,0,6
0.943820225,0.123595506,-3.926670598,-5.126084974,-3.93464452707812,-5.11421166612252,1,22.4639490845537,5,0,5
0.95505618,0.123595506,-3.734825914,-4.933156699,-3.71313754886422,-4.96545102142169,1,20.0058577376313,5,0,5
0.966292135,0.123595506,-3.842328235,-5.073671525,-3.85225975482406,-5.05888333320557,1,21.5330836951728,5,0,5
0.97752809,0.123595506,-4.117870027,-5.156506746,-4.08049323256103,-5.21216139046695,1,24.1601944388841,5,0,5
0.719101124,0.134831461,-3.601834669,-4.70275808,-3.51484789785124,-4.8322827729085,1,17.9261973524483,4,0,4
0.730337079,0.134831461,-4.082075978,-5.076265142,-4.01868656428746,-5.17065299243216,1,23.4338351835218,5,0,5
0.741573034,0.134831461,-4.178107831,-5.255624411,-4.1678822351405,-5.27085048671263,1,25.2061188655782,6,0,6
0.752808989,0.134831461,-4.932800173,-5.818222301,-4.9483814031411,-5.7950216002209,1,35.5305093535374,8,0,8
0.764044944,0.134831461,-5.259644105,-6.17908924,-5.34065327346751,-6.05846529304853,1,41.3869925067701,9,0,9
0.775280899,0.134831461,-5.520232703,-6.305962196,-5.57896366759527,-6.21851085077864,1,45.1629360290802,10,0,10
0.786516854,0.134831461,-6.273572888,-6.596459105,-6.2325933051584,-6.65747835899668,1,56.3654111116132,13,0,13
0.808988764,0.134831461,-6.762607719,-6.953903587,-6.73505786970517,-6.99492575304276,1,65.8199828222056,15,0,15
0.831460674,0.134831461,-6.080513099,-6.493209766,-6.05175540358088,-6.53603043423181,1,53.1419925962214,12,0,12
0.842696629,0.134831461,-6.116098866,-6.622247977,-6.13600327416061,-6.59260999503467,1,54.6318952040791,13,0,13
0.853932584,0.134831461,-6.321188825,-6.723104155,-6.32402434302252,-6.71888202333271,1,58.0312823151471,13,0,13
0.865168539,0.134831461,-5.575714876,-6.254504096,-5.59338361396521,-6.22819506269757,1,45.3967030128611,10,0,10
0.876404494,0.134831461,-5.223807053,-6.034952925,-5.24924430496632,-5.99707645015373,1,39.9823827873081,9,0,9
0.887640449,0.134831461,-5.226491937,-5.960642959,-5.21670143900395,-5.975221167038,1,39.4881752351627,9,0,9
0.898876404,0.134831461,-5.496659974,-6.218416221,-5.5221988245561,-6.18038846422929,1,44.2485638529291,10,0,10
0.91011236,0.134831461,-5.066637873,-5.900182369,-5.0785519504758,-5.88244211716675,1,37.4244046285259,9,0,9
0.921348315,0.134831461,-4.930121712,-5.864722523,-4.96805739218184,-5.80823568872696,1,35.8136273061516,8,0,8
0.93258427,0.134831461,-4.288319183,-5.252469678,-4.24237621767516,-5.32087948786441,1,26.1152062608884,6,0,6
0.730337079,0.146067416,-4.01647418,-5.076745581,-3.97369828935485,-5.14043956603396,1,22.9120991526841,5,0,5
0.741573034,0.146067416,-4.387411663,-5.295346005,-4.33051218656178,-5.38007023507529,1,27.2115719980483,6,0,6
0.752808989,0.146067416,-4.985837092,-5.754037184,-4.95522565947155,-5.79961809642353,1,35.6288639743707,8,0,8
0.764044944,0.146067416,-5.123757475,-5.999020795,-5.1636627476462,-5.9396012060594,1,38.6892971790469,9,0,9
0.775280899,0.146067416,-5.542347814,-6.274458344,-5.57962362387584,-6.218954067162,1,45.1736216430985,10,0,10
0.786516854,0.146067416,-6.355488058,-6.715357492,-6.34407684431166,-6.73234897161438,1,58.399882185291,13,0,13
0.797752809,0.146067416,-6.519268635,-6.787449023,-6.49031555712981,-6.83056061882506,1,61.1232905713467,14,0,14
0.808988764,0.146067416,-6.983342034,-7.0888842,-6.94965448205853,-7.1390455034078,1,70.0811996779333,16,0,16
0.865168539,0.146067416,-5.96165226,-6.389289557,-5.92174251818969,-6.44871580059741,1,50.8831678279465,12,0,12
0.876404494,0.146067416,-5.286391269,-6.123031527,-5.33314112183226,-6.05342024873724,1,41.270644678849,9,0,9
0.887640449,0.146067416,-4.870982295,-5.74422825,-4.87153153497994,-5.74341042288911,1,34.435479736816,8,0,8
0.898876404,0.146067416,-4.969768955,-5.791906216,-4.96167910584203,-5.80395213072961,1,35.7217270255795,8,0,8
0.91011236,0.146067416,-4.952739286,-5.871858319,-4.98694738422102,-5.82092191385991,1,36.0864926303513,8,0,8
0.921348315,0.146067416,-5.019628455,-5.857051875,-5.02619230711135,-5.84727819426911,1,36.6566947879984,8,0,8
0.93258427,0.146067416,-4.685950519,-5.517275953,-4.63897230826561,-5.58722725982983,1,31.2261658053206,7,0,7
0.775280899,0.157303371,-5.646283821,-6.211866311,-5.62228322024673,-6.24760358922212,1,45.8670215835188,10,0,10
0.786516854,0.157303371,-6.311546548,-6.613807972,-6.26679317486304,-6.68044646007851,1,56.985691784543,13,0,13
0.797752809,0.157303371,-6.44021022,-6.71974082,-6.40449337424421,-6.77292377433989,1,59.51749753859,14,0,14
0.865168539,0.157303371,-5.589030867,-6.153410141,-5.55577081444673,-6.20293489098429,1,44.7882140692693,10,0,10
0.876404494,0.157303371,-5.394904035,-6.086074095,-5.39081944521472,-6.09215611449111,1,42.1681622036296,10,0,10
0.887640449,0.157303371,-5.249921255,-5.987239504,-5.24515796094265,-5.99433212500275,1,39.9201573818551,9,0,9
0.898876404,0.157303371,-4.397251271,-5.550461976,-4.4553697486255,-5.46392263366852,1,28.8033236708692,7,0,7
0.91011236,0.157303371,-4.563685919,-5.61600925,-4.60040865476417,-5.56132850935635,1,30.7091591331814,7,0,7
0.921348315,0.157303371,-4.465714352,-5.492441677,-4.47569850638489,-5.47757511150302,1,29.0667683009094,7,0,7
0.93258427,0.157303371,-4.244927897,-5.175184291,-4.17670201787538,-5.27677371575192,1,25.312910612826,6,0,6
0.719101124,0.168539326,-3.317208616,-4.558126844,-3.25175252563242,-4.65559200901174,1,15.3429925352321,3,0,3
0.775280899,0.168539326,-5.577026028,-6.176030803,-5.55796708576984,-6.20440987267831,1,44.8236318416635,10,0,10
0.786516854,0.168539326,-5.801692514,-6.286331951,-5.76385112031725,-6.34267839116854,1,48.2059460394441,11,0,11
0.898876404,0.168539326,-4.662706507,-5.536577048,-4.63188649539262,-5.58246853800663,1,31.1308456487472,7,0,7
0.91011236,0.168539326,-4.262661076,-5.299854291,-4.24662470400833,-5.32373270527101,1,26.1675380891556,6,0,6
0.921348315,0.168539326,-4.041832833,-5.03037095,-3.96971088331856,-5.13776168609797,1,22.8661399487806,5,0,5
0.898876404,0.179775281,-4.615199404,-5.436083112,-4.55263409499093,-5.52924385735364,1,30.0746508646882,7,0,7
0.797752809,0.280898876,-2.711124832,-4.070348368,-2.60829856321923,-4.22345832611052,1,9.87164901221943,2,0,2
0.808988764,0.280898876,-2.204081543,-3.729062394,-2.10090186331546,-3.88269858659626,1,6.40452070159508,1,0,1
0.820224719,0.280898876,-1.841473739,-3.588042443,-1.78573541566475,-3.67103769754148,1,4.62710468289857,1,0,1
0.831460674,0.280898876,-1.977777608,-3.585034374,-1.87827939859657,-3.73318879849157,1,5.11912213655558,1,0,1
0.786516854,0.292134831,-3.120735662,-4.367055654,-3.02791541598412,-4.50526648424611,1,13.3033978570874,3,0,3
0.797752809,0.292134831,-2.648505345,-4.221690891,-2.63518974792974,-4.24151802791568,1,10.0762488764983,2,0,2
0.808988764,0.292134831,-2.336445891,-4.087944252,-2.35822592738765,-4.05551342961873,1,8.06948690285148,2,0,2
0.820224719,0.292134831,-1.93000307,-3.811398336,-1.95012373762455,-3.78143834023551,1,5.51822543603471,1,0,1
